    100.0000,      0.2493,      0.6866,      0.1622,      0.3974,      0.0526,      0.0066,    100.0000,      0.0000,minCO2
    100.0000,      0.2493,      0.8001,      0.1622,      0.3974,      0.0526,      0.0066,    100.0000,      0.0000,minCO2
    100.0000,      0.1774,      0.8681,      0.1157,      0.2836,      0.0105,      0.0263,      0.0000,     50.0000,minLCC
    100.0000,      0.1662,      0.5335,      0.1082,      0.2650,      0.0351,      0.0044,     33.3333,      0.0000,minLCC
    100.0000,      0.1662,      0.5335,      0.1082,      0.2650,      0.0351,      0.0044,     33.3333,      0.0000,minCO2
    100.0000,      0.2493,      0.9137,      0.1622,      0.3974,      0.0526,      0.0066,    100.0000,      0.0000,minCO2
    100.0000,      0.1774,      0.9491,      0.1157,      0.2836,      0.0105,      0.0263,      0.0000,     50.0000,minLCC
    100.0000,      0.1774,      0.9386,      0.1157,      0.2836,      0.0105,      0.0263,      0.0000,     50.0000,minLCC
    100.0000,      0.2493,      0.8611,      0.1622,      0.3974,      0.0526,      0.0066,    100.0000,      0.0000,minCO2
    100.0000,      0.2493,      0.8611,      0.1622,      0.3974,      0.0526,      0.0066,    100.0000,      0.0000,minCO2
    100.0000,      0.1774,      0.9386,      0.1157,      0.2836,      0.0105,      0.0263,      0.0000,     50.0000,minLCC
