350000.0000,9171800.7443,530346.2358,0.0000,6787596.8620
350000.0000,1036234.3410,1932081.1872,0.0000,436393.3276
 350000.0000,1049945.6812,1932081.1872,      0.0000, 459338.5115
 350000.0000,1076789.8333,2000867.2656,      0.0000, 498931.8362
 350000.0000,1036234.3410,1932081.1872,      0.0000, 433595.2575
 350000.0000,1040925.0626,1932081.1872,      0.0000, 441463.5054
 350000.0000,1049945.6812,1932081.1872,      0.0000, 455245.5367
 350000.0000,1059473.1539,1953217.7368,      0.0000, 476405.6633
 350000.0000,1061874.1160,1953217.7368,      0.0000, 470038.8620
 350000.0000,1076789.8333,2000867.2656,      0.0000, 498931.8362
 350000.0000,9257677.0329, 530346.2358,      0.0000,6899801.9905
 350000.0000,9257677.0329, 530346.2358,      0.0000,6899801.9905
 350000.0000,1076789.8333,2000867.2656,      0.0000, 498931.8362
 350000.0000,1076789.8333,2000867.2656,      0.0000, 464066.0347
 350000.0000,9501999.1940, 549227.6566,      0.0000,7056695.6504
