 350000.0000,6947960.7545, 748463.0000,      0.0000, 196659.6560, 371984.2704,      0.0000, 360824.7423,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000, 350000.0000,      0.0000,0.00****
 350000.0000,5108706.2603, 879981.0000,      0.0000, 236838.1120, 371984.2704,      0.0000, 360824.7423,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000, 350000.0000,      0.0000,0.00****
 350000.0000,3269452.2421,1011499.0000,      0.0000, 277017.6235, 371984.2704,      0.0000, 360824.7423,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000, 350000.0000,      0.0000,0.00****
 350000.0000,1430184.2391,1143018.0000,      0.0000, 317197.4405, 371984.2704,      0.0000, 360824.7423,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000, 350000.0000,      0.0000,0.00****
 350000.0000,1178057.2738,1274536.0000,      0.0000, 322157.4862, 371984.2704,      0.0000, 360824.7423,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000, 350000.0000,      0.0000,0.00****
 350000.0000,1149690.7581,1406054.0000,      0.0000, 322152.8157, 371984.2704,      0.0000, 360824.7423,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000, 350000.0000,      0.0000,0.00****
 350000.0000,1121324.0533,1537573.0000,      0.0000, 322149.3143, 371984.2704,      0.0000, 360824.7423,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000, 350000.0000,      0.0000,0.00****
 350000.0000,1092957.7014,1669091.0000,      0.0000, 322146.5687, 371984.2704,      0.0000, 360824.7423,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000, 350000.0000,      0.0000,0.00****
 350000.0000,1064592.0114,1800609.0000,      0.0000, 322146.9147, 371984.2704,      0.0000, 360824.7423,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000, 350000.0000,      0.0000,0.00****
 350000.0000,1149690.7581,1406054.0000,      0.0000, 322152.8157, 371984.2704,      0.0000, 360824.7423,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000,      0.0000, 350000.0000,      0.0000,0.00****
