 350000.0000,9162784.8976,1000000.0000,      0.0000,      0.0000, 218405.7627,      0.0000,      0.0000,  11560.9157,      0.0000, 893305.2784,  11560.9157,      0.0000, 893305.2784,      0.0000,
 350000.0000,7213248.3846,1200000.0000,      0.0000,      0.0000, 264033.3655,      0.0000,      0.0000, 142994.6934,      0.0000, 672325.2155, 142994.6934,      0.0000, 672325.2155,      0.0000,
 350000.0000,6238589.1839,1300000.0000,      0.0000,      0.0000, 286844.6146,      0.0000,      0.0000, 208704.2299,      0.0000, 561847.5455, 208704.2299,      0.0000, 561847.5455,      0.0000,
 350000.0000,5263946.6025,1400000.0000,      0.0000,      0.0000, 309655.4747,      0.0000,      0.0000, 274412.6460,      0.0000, 451371.7593, 274412.6460,      0.0000, 451371.7593,      0.0000,
 350000.0000,4289324.4097,1500000.0000,      0.0000,      0.0000, 332465.8576,      0.0000,      0.0000, 340119.6875,      0.0000, 340898.2841, 340119.6875,      0.0000, 340898.2841,      0.0000,
 350000.0000,3314704.7838,1600000.0000,      0.0000,      0.0000, 355276.1804,      0.0000,      0.0000, 405826.5559,      0.0000, 230425.0999, 405826.5559,      0.0000, 230425.0999,      0.0000,
 350000.0000,2340088.7662,1700000.0000,      0.0000,      0.0000, 378086.4188,      0.0000,      0.0000, 471533.1811,      0.0000, 119952.3247, 471533.1811,      0.0000, 119952.3247,      0.0000,
 350000.0000,1365472.7009,1800000.0000,      0.0000,      0.0000, 400896.6583,      0.0000,      0.0000, 537239.8095,      0.0000,   9479.5441, 537239.8095,      0.0000,   9479.5441,      0.0000,
 350000.0000,1245143.2864,1900000.0000,      0.0000,      0.0000, 319314.2731, 186572.0100,      0.0000, 542878.0209,      0.0000,      0.0000, 542878.0209,      0.0000,      0.0000,      0.0000,
 350000.0000,1205015.9620,2000000.0000,      0.0000,      0.0000, 227969.7958, 390574.6760,      0.0000, 542878.0209,      0.0000,      0.0000, 542878.0209,      0.0000,      0.0000,      0.0000,
 350000.0000,1164976.0364,2100000.0000,      0.0000,      0.0000, 136824.2702, 594133.0166,      0.0000, 542878.0209,      0.0000,      0.0000, 542878.0209,      0.0000,      0.0000,      0.0000,
 350000.0000,1125018.0667,2200000.0000,      0.0000,      0.0000,  45865.3060, 797274.7033,      0.0000, 542878.0209,      0.0000,      0.0000, 542878.0209,      0.0000,      0.0000,      0.0000,
