 350000.0000,9382511.7257, 981170.8603,      0.0000,      0.0000, 215554.4587,      0.0000,      0.0000,      0.0000,      0.0000, 917690.1500,      0.0000,      0.0000, 917690.1500,      0.0000,
 350000.0000,1104869.5906,2251878.0081,      0.0000,      0.0000,      0.0000, 899707.2200,      0.0000, 542878.0209,      0.0000,      0.0000, 542878.0209,      0.0000,      0.0000,      0.0000,
 350000.0000,9162783.0506,1000000.0000,      0.0000,      0.0000, 218405.8059,      0.0000,      0.0000,  11561.0403,      0.0000, 893305.0691,  11561.0403,      0.0000, 893305.0691,      0.0000,
 350000.0000,7213246.7048,1200000.0000,      0.0000,      0.0000, 264033.4048,      0.0000,      0.0000, 142994.8066,      0.0000, 672325.0251, 142994.8066,      0.0000, 672325.0251,      0.0000,
 350000.0000,6238587.6588,1300000.0000,      0.0000,      0.0000, 286844.6503,      0.0000,      0.0000, 208704.3327,      0.0000, 561847.3726, 208704.3327,      0.0000, 561847.3726,      0.0000,
 350000.0000,5263945.2799,1400000.0000,      0.0000,      0.0000, 309655.5056,      0.0000,      0.0000, 274412.7351,      0.0000, 451371.6093, 274412.7351,      0.0000, 451371.6093,      0.0000,
 350000.0000,4289323.3372,1500000.0000,      0.0000,      0.0000, 332465.8827,      0.0000,      0.0000, 340119.7598,      0.0000, 340898.1625, 340119.7598,      0.0000, 340898.1625,      0.0000,
 350000.0000,3314704.0091,1600000.0000,      0.0000,      0.0000, 355276.1985,      0.0000,      0.0000, 405826.6082,      0.0000, 230425.0121, 405826.6082,      0.0000, 230425.0121,      0.0000,
 350000.0000,2340088.3370,1700000.0000,      0.0000,      0.0000, 378086.4288,      0.0000,      0.0000, 471533.2101,      0.0000, 119952.2761, 471533.2101,      0.0000, 119952.2761,      0.0000,
 350000.0000,1365472.6649,1800000.0000,      0.0000,      0.0000, 400896.6591,      0.0000,      0.0000, 537239.8120,      0.0000,   9479.5400, 537239.8120,      0.0000,   9479.5400,      0.0000,
 350000.0000,1245143.2864,1900000.0000,      0.0000,      0.0000, 319314.2731, 186572.0100,      0.0000, 542878.0209,      0.0000,      0.0000, 542878.0209,      0.0000,      0.0000,      0.0000,
 350000.0000,1205015.9620,2000000.0000,      0.0000,      0.0000, 227969.7958, 390574.6760,      0.0000, 542878.0209,      0.0000,      0.0000, 542878.0209,      0.0000,      0.0000,      0.0000,
 350000.0000,1164976.0364,2100000.0000,      0.0000,      0.0000, 136824.2702, 594133.0166,      0.0000, 542878.0209,      0.0000,      0.0000, 542878.0209,      0.0000,      0.0000,      0.0000,
 350000.0000,1125018.0667,2200000.0000,      0.0000,      0.0000,  45865.3060, 797274.7033,      0.0000, 542878.0209,      0.0000,      0.0000, 542878.0209,      0.0000,      0.0000,      0.0000,
