 350000.0000,9382511.7257, 981170.8603,      0.0000, 270820.2137
 350000.0000,1104869.5906,2251878.0081,      0.0000, 480418.3310
 350000.0000,9162783.0506,1000000.0000,      0.0000, 279954.6720
 350000.0000,7213246.7048,1200000.0000,      0.0000, 341335.7892
 350000.0000,6238587.6588,1300000.0000,      0.0000, 372045.0989
 350000.0000,5263945.2799,1400000.0000,      0.0000, 402756.1252
 350000.0000,4289323.3372,1500000.0000,      0.0000, 433469.2561
 350000.0000,3314704.0091,1600000.0000,      0.0000, 464182.8224
 350000.0000,2340088.3370,1700000.0000,      0.0000, 494896.9973
 350000.0000,1365472.6649,1800000.0000,      0.0000, 525611.1723
 350000.0000,1245143.2864,1900000.0000,      0.0000, 517371.5470
 350000.0000,1205015.9620,2000000.0000,      0.0000, 505508.1774
 350000.0000,1164976.0364,2100000.0000,      0.0000, 494563.9252
 350000.0000,1125018.0667,2200000.0000,      0.0000, 484114.4429
