1.0000,26.2051,1.5153,0.0000,0.0000,0.0000,0.0000,0.8181,0.0000,0.0000,2.4562,0.0000,0.0000,2.4562,0.0000,
350000.0000,9171800.7443,530346.2358,0.0000,0.0000,0.0000,0.0000,286333.1367,0.0000,0.0000,859681.6972,0.0000,0.0000,859681.6972,0.0000,
350000.0000,1036234.3410,1932081.1872,0.0000,0.0000,0.0000,847404.0295,0.0000,511318.5847,0.0000,0.0000,511318.5847,0.0000,0.0000,0.0000,
 350000.0000,1049945.6812,1932081.1872,      0.0000,      0.0000,      0.0000, 847404.0295,      0.0000, 511318.5847,      0.0000,      0.0000, 511318.5847,      0.0000,      0.0000,      0.0000,
 350000.0000,1076789.8333,2000867.2656,      0.0000,      0.0000,      0.0000, 877573.3621,      0.0000, 529522.5818,      0.0000,      0.0000, 529522.5818,      0.0000,      0.0000,      0.0000,
 350000.0000,1036234.3410,1932081.1872,      0.0000,      0.0000,      0.0000, 847404.0295,      0.0000, 511318.5847,      0.0000,      0.0000, 511318.5847,      0.0000,      0.0000,      0.0000,
 350000.0000,1040925.0626,1932081.1872,      0.0000,      0.0000,      0.0000, 847404.0295,      0.0000, 511318.5847,      0.0000,      0.0000, 511318.5847,      0.0000,      0.0000,      0.0000,
 350000.0000,1049945.6812,1932081.1872,      0.0000,      0.0000,      0.0000, 847404.0295,      0.0000, 511318.5847,      0.0000,      0.0000, 511318.5847,      0.0000,      0.0000,      0.0000,
 350000.0000,1059473.1539,1953217.7368,      0.0000,      0.0000,      0.0000, 856674.4460,      0.0000, 516912.2993,      0.0000,      0.0000, 516912.2993,      0.0000,      0.0000,      0.0000,
 350000.0000,1061874.1160,1953217.7368,      0.0000,      0.0000,      0.0000, 856674.4460,      0.0000, 516912.2993,      0.0000,      0.0000, 516912.2993,      0.0000,      0.0000,      0.0000,
 350000.0000,1076789.8333,2000867.2656,      0.0000,      0.0000,      0.0000, 877573.3621,      0.0000, 529522.5818,      0.0000,      0.0000, 529522.5818,      0.0000,      0.0000,      0.0000,
 350000.0000,9257677.0329, 530346.2358,      0.0000,      0.0000,      0.0000,      0.0000, 286333.1367,      0.0000,      0.0000, 859681.6972,      0.0000,      0.0000, 859681.6972,      0.0000,
 350000.0000,9257677.0329, 530346.2358,      0.0000,      0.0000,      0.0000,      0.0000, 286333.1367,      0.0000,      0.0000, 859681.6972,      0.0000,      0.0000, 859681.6972,      0.0000,
 350000.0000,1076789.8333,2000867.2656,      0.0000,      0.0000,      0.0000, 877573.3621,      0.0000, 529522.5818,      0.0000,      0.0000, 529522.5818,      0.0000,      0.0000,      0.0000,
 350000.0000,1076789.8333,2000867.2656,      0.0000,      0.0000,      0.0000, 877573.3621,      0.0000, 529522.5818,      0.0000,      0.0000, 529522.5818,      0.0000,      0.0000,      0.0000,
 350000.0000,9501999.1940, 549227.6566,      0.0000,      0.0000,      0.0000,      0.0000, 296527.1874,      0.0000,      0.0000, 890288.1402,      0.0000,      0.0000, 890288.1402,      0.0000,
